Id,Model,Manufacturer,Model_year,Drivetrain,Warranty,Accident,Condition,Battery,Mileage,Price
TRAIN_3520,Q4eT,A사,0,AWD,4,No,Nearly New,69.646,26731,58.77
TRAIN_3521,eT,A사,0,AWD,1,No,Pre-Owned,71.388,145335,72.13
TRAIN_3522,ION5,H사,0,AWD,4,No,Pre-Owned,60.585,123551,34.61
TRAIN_3523,Q4eT,A사,0,AWD,4,No,Nearly New,69.646,37032,58.96
TRAIN_3524,Q4eT,A사,0,AWD,8,No,Brand New,,5299,59.44
TRAIN_3525,i5,B사,0,RWD,4,No,Nearly New,68.967,22919,64.09
TRAIN_3526,iX,B사,0,RWD,8,No,Brand New,,3937,80.87
TRAIN_3527,eT,A사,0,AWD,0,No,Pre-Owned,68.532,180797,69.48
TRAIN_3528,MY,T사,0,AWD,3,No,Nearly New,61.153,13351,78.44
TRAIN_3529,i5,B사,1,RWD,5,No,Nearly New,71.841,40552,61.79
TRAIN_3530,ION6,H사,0,AWD,6,No,Nearly New,65.739,10040,37.97
TRAIN_3531,ION5,H사,0,AWD,9,No,Brand New,,434,35.51
TRAIN_3532,i5,B사,0,RWD,2,No,Pre-Owned,63.56,123315,63.76
TRAIN_3533,TayGTS,P사,0,AWD,2,Yes,Brand New,93.4,7137,160.48
TRAIN_3534,Soul,K사,0,AWD,3,No,Pre-Owned,48.093,65674,22.75
TRAIN_3535,iX,B사,0,RWD,7,No,Brand New,90.0,5359,80.71
TRAIN_3536,i5,B사,0,AWD,8,No,Brand New,90.0,3674,65.29
TRAIN_3537,i3,B사,2,RWD,6,No,Nearly New,56.0,43427,24.0
TRAIN_3538,ID4,V사,0,AWD,1,Yes,Pre-Owned,57.861,81710,40.32
TRAIN_3539,ION6,H사,0,AWD,9,No,Brand New,,9343,38.92
TRAIN_3540,eT,A사,0,AWD,8,No,Brand New,95.0,7023,59.78
TRAIN_3541,MY,T사,0,AWD,0,No,Pre-Owned,51.94,161947,74.66
TRAIN_3542,ION6,H사,2,AWD,8,No,Nearly New,71.332,18937,37.32
TRAIN_3543,KNE,H사,0,FWD,2,No,Pre-Owned,68.488,184410,27.91
TRAIN_3544,MS,T사,0,AWD,0,No,Pre-Owned,69.253,97418,79.71
TRAIN_3545,ID4,V사,0,AWD,3,No,Nearly New,62.784,38688,41.01
TRAIN_3546,TayGTS,P사,0,AWD,2,No,Pre-Owned,73.11,75689,156.2
TRAIN_3547,i3,B사,1,RWD,5,No,Nearly New,56.0,18158,23.72
TRAIN_3548,ION5,H사,0,AWD,3,No,Pre-Owned,58.162,71768,34.43
TRAIN_3549,Q4eT,A사,2,AWD,6,No,Nearly New,75.571,10939,52.01
TRAIN_3550,EV6,K사,0,AWD,9,No,Brand New,,4174,40.81
TRAIN_3551,MX,T사,0,AWD,2,No,Pre-Owned,,154855,90.38
TRAIN_3552,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,140828,128.03
TRAIN_3553,RSeTGT,A사,0,AWD,8,No,Brand New,,2801,100.0
TRAIN_3554,ID4,V사,0,AWD,7,No,Brand New,,4020,34.38
TRAIN_3555,MX,T사,0,AWD,0,No,Pre-Owned,72.139,127865,88.06
TRAIN_3556,eT,A사,0,AWD,3,No,Nearly New,77.46,46611,73.91
TRAIN_3557,TayGTS,P사,0,AWD,2,No,Pre-Owned,67.378,98762,151.07
TRAIN_3558,KNE,H사,2,FWD,8,No,Nearly New,68.488,44668,27.21
TRAIN_3559,EV6,K사,0,FWD,10,No,Brand New,,5312,47.6
TRAIN_3560,MY,T사,0,AWD,7,No,Brand New,,6134,63.59
TRAIN_3561,MY,T사,0,AWD,2,No,Pre-Owned,58.707,187105,75.56
TRAIN_3562,iX,B사,0,AWD,8,No,Brand New,,9396,80.56
TRAIN_3563,ION6,H사,0,AWD,10,No,Brand New,90.0,80,39.0
TRAIN_3564,iX,B사,0,AWD,8,No,Brand New,,4370,80.99
TRAIN_3565,M3,T사,0,RWD,4,No,Nearly New,63.701,21588,53.87
TRAIN_3566,Tay,P사,1,AWD,1,No,Nearly New,70.071,49060,120.96
TRAIN_3567,TayGTS,P사,0,AWD,2,No,Brand New,,1849,160.09
TRAIN_3568,MX,T사,0,AWD,8,No,Brand New,99.8,1407,71.9
TRAIN_3569,MS,T사,0,AWD,4,No,Nearly New,,12578,83.98
TRAIN_3570,Q4eT,A사,0,AWD,4,No,Nearly New,69.646,32936,58.49
TRAIN_3571,ID4,V사,0,AWD,7,No,Brand New,,5627,33.66
TRAIN_3572,ID4,V사,0,AWD,0,No,Pre-Owned,53.325,75686,39.32
TRAIN_3573,RSeTGT,A사,0,AWD,7,No,Brand New,90.0,8548,100.03
TRAIN_3574,EV6,K사,0,AWD,9,No,Brand New,,4023,40.95
TRAIN_3575,iX,B사,0,AWD,7,No,Brand New,,6325,79.51
TRAIN_3576,i3,B사,0,RWD,7,No,Brand New,,9726,24.76
TRAIN_3577,i3,B사,1,RWD,5,No,Nearly New,56.0,26073,23.91
TRAIN_3578,Tay,P사,0,AWD,2,No,Brand New,,7581,103.01
TRAIN_3579,Soul,K사,0,AWD,3,No,Pre-Owned,48.093,163078,22.82
TRAIN_3580,Soul,K사,0,AWD,1,No,Pre-Owned,46.0,122532,22.85
TRAIN_3581,eT,A사,0,AWD,7,No,Brand New,91.2,491,65.55
TRAIN_3582,MS,T사,0,AWD,7,No,Brand New,96.0,6966,68.78
TRAIN_3583,i5,B사,0,AWD,4,No,Nearly New,68.967,24834,64.52
TRAIN_3584,MX,T사,0,AWD,8,No,Brand New,99.8,7234,71.3
TRAIN_3585,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,198372,125.45
TRAIN_3586,TayGTS,P사,0,AWD,2,No,Brand New,93.4,8458,160.0
TRAIN_3587,M3,T사,0,RWD,7,No,Brand New,,9720,47.18
TRAIN_3588,TayCT,P사,0,AWD,2,No,Brand New,,9988,130.49
TRAIN_3589,RSeTGT,A사,0,AWD,8,No,Brand New,90.0,3325,100.09
TRAIN_3590,iX,B사,0,RWD,8,No,Brand New,90.0,4105,79.65
TRAIN_3591,MY,T사,0,AWD,7,No,Brand New,90.0,1450,62.96
TRAIN_3592,MX,T사,0,AWD,7,No,Brand New,96.0,6333,78.57
TRAIN_3593,TayCT,P사,2,AWD,0,No,Nearly New,76.093,41417,119.04
TRAIN_3594,eT,A사,0,AWD,0,No,Pre-Owned,65.791,137130,69.79
TRAIN_3595,Tay,P사,0,AWD,2,No,Pre-Owned,54.849,103312,114.62
TRAIN_3596,EV6,K사,0,AWD,9,No,Brand New,,2217,41.12
TRAIN_3597,Soul,K사,0,FWD,1,No,Pre-Owned,46.0,93075,21.53
TRAIN_3598,KNE,H사,0,FWD,5,No,Nearly New,68.488,23335,28.35
TRAIN_3599,Soul,K사,0,FWD,2,No,Pre-Owned,46.169,96471,22.73
TRAIN_3600,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,160539,128.65
TRAIN_3601,i3,B사,2,RWD,6,No,Nearly New,56.0,19850,23.21
TRAIN_3602,RSeTGT,A사,2,AWD,6,No,Nearly New,,35430,99.1
TRAIN_3603,IONIQ,H사,1,FWD,1,No,Pre-Owned,64.41,37234,10.88
TRAIN_3604,KNE,H사,1,FWD,7,No,Nearly New,68.488,13416,28.19
TRAIN_3605,iX,B사,0,RWD,8,No,Brand New,,36,79.89
TRAIN_3606,i5,B사,0,RWD,0,No,Pre-Owned,56.234,98404,60.07
TRAIN_3607,IONIQ,H사,1,FWD,3,No,Nearly New,66.24,55723,9.66
TRAIN_3608,Niro,K사,0,AWD,1,No,Pre-Owned,46.0,98144,27.1
TRAIN_3609,Niro,K사,0,FWD,3,No,Pre-Owned,48.093,56823,28.12
TRAIN_3610,i5,B사,0,RWD,7,No,Brand New,,7906,65.5
TRAIN_3611,TayCT,P사,0,AWD,2,No,Brand New,,1281,130.15
TRAIN_3612,EV6,K사,0,FWD,9,No,Brand New,,6731,41.63
TRAIN_3613,Tay,P사,0,AWD,2,No,Pre-Owned,54.849,199819,114.41
TRAIN_3614,MY,T사,0,AWD,8,Yes,Brand New,90.0,6626,74.73
TRAIN_3615,ION6,H사,0,AWD,6,No,Nearly New,65.739,20216,38.0
TRAIN_3616,M3,T사,0,RWD,4,No,Nearly New,63.701,25702,53.71
TRAIN_3617,Soul,K사,0,FWD,9,No,Brand New,90.0,1397,19.69
TRAIN_3618,MS,T사,1,AWD,5,No,Nearly New,,28597,84.44
TRAIN_3619,iX,B사,0,AWD,8,No,Brand New,,1807,79.49
TRAIN_3620,Tay,P사,0,AWD,2,No,Brand New,,9813,95.13
TRAIN_3621,iX,B사,0,AWD,8,No,Brand New,,4347,79.26
TRAIN_3622,i5,B사,0,AWD,7,No,Brand New,,3309,63.9
TRAIN_3623,ION5,H사,0,AWD,5,No,Nearly New,63.11,17030,34.17
TRAIN_3624,iX,B사,0,RWD,8,No,Brand New,,4995,80.54
TRAIN_3625,TayGTS,P사,0,AWD,2,No,Pre-Owned,67.378,184101,151.11
TRAIN_3626,KNE,H사,0,FWD,6,No,Nearly New,68.488,29160,27.54
TRAIN_3627,RSeTGT,A사,0,AWD,7,No,Brand New,90.0,7324,100.1
TRAIN_3628,ION5,H사,0,AWD,1,No,Pre-Owned,53.602,198909,34.19
TRAIN_3629,Q4eT,A사,0,AWD,7,No,Brand New,,3212,60.0
TRAIN_3630,MX,T사,0,AWD,1,No,Pre-Owned,75.145,72732,91.69
TRAIN_3631,ION6,H사,0,AWD,3,No,Pre-Owned,58.162,105277,37.91
TRAIN_3632,RSeTGT,A사,0,AWD,3,No,Nearly New,78.227,27269,99.08
TRAIN_3633,M3,T사,2,RWD,6,No,Nearly New,69.12,38024,49.96
TRAIN_3634,Tay,P사,0,AWD,2,No,Pre-Owned,59.515,150359,117.89
TRAIN_3635,ID4,V사,0,AWD,7,No,Brand New,,8458,34.95
TRAIN_3636,Q4eT,A사,1,AWD,5,No,Nearly New,72.548,47139,58.36
TRAIN_3637,ID4,V사,0,AWD,7,No,Brand New,90.0,7996,34.48
TRAIN_3638,EV6,K사,0,FWD,10,No,Brand New,,4135,48.85
TRAIN_3639,MS,T사,0,AWD,7,No,Brand New,96.0,9718,69.31
TRAIN_3640,RSeTGT,A사,0,AWD,3,No,Nearly New,,34564,99.0
TRAIN_3641,MS,T사,0,AWD,8,No,Brand New,99.8,7337,64.68
TRAIN_3642,RSeTGT,A사,0,AWD,7,No,Brand New,,2332,100.07
TRAIN_3643,Soul,K사,0,FWD,2,No,Pre-Owned,46.169,136418,23.12
TRAIN_3644,ION5,H사,0,AWD,9,No,Brand New,,1699,35.96
TRAIN_3645,ID4,V사,0,AWD,4,No,Nearly New,65.4,42284,41.55
TRAIN_3646,Soul,K사,0,AWD,2,No,Pre-Owned,46.169,111442,23.15
TRAIN_3647,EV6,K사,0,FWD,10,No,Brand New,,9213,47.27
TRAIN_3648,iX,B사,0,RWD,8,No,Brand New,,8836,79.04
TRAIN_3649,ION5,H사,0,AWD,4,No,Pre-Owned,60.585,59156,34.79
TRAIN_3650,RSeTGT,A사,1,AWD,5,No,Nearly New,,48141,99.02
TRAIN_3651,KNE,H사,0,FWD,10,No,Brand New,,2172,21.56
TRAIN_3652,i3,B사,0,RWD,7,No,Brand New,90.0,1544,25.0
TRAIN_3653,ID4,V사,0,AWD,4,No,Nearly New,65.4,19123,40.87
TRAIN_3654,Tay,P사,0,AWD,2,Yes,Pre-Owned,54.849,169702,115.05
TRAIN_3655,Soul,K사,0,AWD,9,No,Brand New,,3178,21.11
TRAIN_3656,i3,B사,0,AWD,2,No,Pre-Owned,46.0,159366,22.59
TRAIN_3657,Tay,P사,0,AWD,2,No,Brand New,,428,96.56
TRAIN_3658,MX,T사,0,AWD,7,No,Brand New,96.0,205,78.16
TRAIN_3659,KNE,H사,1,FWD,7,No,Nearly New,68.488,18600,28.45
TRAIN_3660,ION5,H사,0,AWD,6,No,Nearly New,65.739,38420,34.93
TRAIN_3661,ION6,H사,0,AWD,9,No,Brand New,90.0,3013,38.21
TRAIN_3662,ION5,H사,0,AWD,10,No,Brand New,90.0,3852,35.98
TRAIN_3663,EV6,K사,0,FWD,10,No,Brand New,,1735,47.87
TRAIN_3664,IONIQ,H사,2,FWD,1,No,Pre-Owned,51.22,26989,13.59
TRAIN_3665,Q4eT,A사,0,AWD,3,No,Nearly New,66.861,30817,58.94
TRAIN_3666,Q4eT,A사,0,AWD,2,No,Pre-Owned,64.186,147125,57.62
TRAIN_3667,Tay,P사,0,AWD,2,No,Brand New,90.0,4461,104.33
TRAIN_3668,ION5,H사,0,AWD,9,No,Brand New,90.0,2290,35.21
TRAIN_3669,i5,B사,0,AWD,0,No,Pre-Owned,56.234,152538,60.15
TRAIN_3670,ION6,H사,0,AWD,10,No,Brand New,,8009,39.0
TRAIN_3671,MS,T사,0,AWD,4,No,Nearly New,,46140,83.8
TRAIN_3672,Tay,P사,0,AWD,2,No,Brand New,,5539,104.52
TRAIN_3673,ION6,H사,0,AWD,10,No,Brand New,,8201,38.3
TRAIN_3674,ION6,H사,0,AWD,9,Yes,Brand New,,4860,39.0
TRAIN_3675,KNE,H사,0,FWD,9,No,Brand New,,5190,25.05
TRAIN_3676,KNE,H사,0,FWD,2,No,Pre-Owned,68.488,124317,27.51
TRAIN_3677,eT,A사,0,AWD,7,No,Brand New,91.2,7640,65.68
TRAIN_3678,iX,B사,0,AWD,8,No,Brand New,90.0,353,79.32
TRAIN_3679,MY,T사,0,AWD,7,No,Brand New,90.0,6342,64.22
TRAIN_3680,MY,T사,0,AWD,1,Yes,Pre-Owned,56.359,91318,77.31
TRAIN_3681,i3,B사,0,RWD,2,No,Pre-Owned,46.0,170085,23.5
TRAIN_3682,MS,T사,0,AWD,8,No,Brand New,99.8,708,63.79
TRAIN_3683,MS,T사,0,AWD,8,No,Brand New,99.8,7879,63.81
TRAIN_3684,RSeTGT,A사,0,AWD,7,No,Brand New,90.0,4888,100.74
TRAIN_3685,TayCT,P사,0,AWD,2,No,Nearly New,76.093,31171,130.51
TRAIN_3686,MS,T사,0,AWD,0,No,Pre-Owned,69.253,192252,77.86
TRAIN_3687,M3,T사,0,RWD,1,No,Pre-Owned,56.359,196875,52.82
TRAIN_3688,RSeTGT,A사,0,AWD,1,No,Pre-Owned,,74172,97.69
TRAIN_3689,Niro,K사,0,FWD,5,No,Nearly New,56.0,14731,27.54
TRAIN_3690,i3,B사,0,RWD,2,No,Pre-Owned,46.0,139300,22.72
TRAIN_3691,MX,T사,0,AWD,7,No,Brand New,96.0,7145,78.25
TRAIN_3692,TayGTS,P사,0,AWD,2,No,Pre-Owned,64.683,53538,151.0
TRAIN_3693,i3,B사,0,RWD,7,No,Brand New,90.0,5510,24.7
TRAIN_3694,ION5,H사,0,AWD,10,No,Brand New,,4531,35.81
TRAIN_3695,TayGTS,P사,0,AWD,2,No,Brand New,,1548,160.0
TRAIN_3696,i5,B사,0,RWD,4,No,Nearly New,68.967,49693,63.49
TRAIN_3697,eT,A사,0,AWD,8,No,Brand New,95.0,964,59.21
TRAIN_3698,ION6,H사,0,AWD,10,No,Brand New,,5426,38.98
TRAIN_3699,MY,T사,0,AWD,7,No,Brand New,,2999,63.62
TRAIN_3700,eT,A사,0,AWD,8,No,Brand New,95.0,1482,59.27
TRAIN_3701,iX,B사,0,RWD,7,No,Brand New,,6437,80.08
TRAIN_3702,Soul,K사,0,FWD,6,No,Nearly New,56.0,13454,23.18
TRAIN_3703,Niro,K사,0,AWD,4,No,Pre-Owned,50.096,191794,28.22
TRAIN_3704,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,69157,128.72
TRAIN_3705,i5,B사,0,AWD,3,No,Nearly New,66.208,31564,63.92
TRAIN_3706,Soul,K사,0,FWD,10,No,Brand New,,956,16.74
TRAIN_3707,MS,T사,0,AWD,7,No,Brand New,96.0,7951,69.83
TRAIN_3708,MY,T사,0,AWD,8,No,Brand New,,7801,75.68
TRAIN_3709,eT,A사,1,AWD,5,No,Nearly New,,42267,74.31
TRAIN_3710,M3,T사,1,RWD,5,No,Nearly New,66.355,30304,54.0
TRAIN_3711,ION5,H사,0,AWD,10,No,Brand New,,1543,35.72
TRAIN_3712,ID4,V사,0,AWD,1,No,Pre-Owned,57.861,135613,40.66
TRAIN_3713,ID4,V사,0,AWD,7,No,Brand New,,3565,33.39
TRAIN_3714,EV6,K사,0,AWD,9,No,Brand New,,9357,40.03
TRAIN_3715,Q4eT,A사,0,AWD,7,No,Brand New,,9203,60.0
TRAIN_3716,Soul,K사,2,FWD,8,No,Nearly New,58.982,36180,23.26
TRAIN_3717,ION5,H사,0,AWD,6,No,Nearly New,65.739,39841,34.21
TRAIN_3718,ION5,H사,0,AWD,10,No,Brand New,,4039,35.88
TRAIN_3719,iX,B사,0,RWD,7,No,Brand New,90.0,3272,80.67
TRAIN_3720,KNE,H사,0,FWD,10,No,Brand New,,1389,22.08
TRAIN_3721,MX,T사,0,AWD,7,No,Brand New,96.0,5913,78.7
TRAIN_3722,MX,T사,0,AWD,2,No,Pre-Owned,,189230,90.33
TRAIN_3723,ION5,H사,0,AWD,6,No,Nearly New,65.739,35967,34.31
TRAIN_3724,ION6,H사,0,AWD,9,No,Brand New,90.0,2734,38.92
TRAIN_3725,i5,B사,0,RWD,1,No,Pre-Owned,61.018,79746,63.17
TRAIN_3726,KNE,H사,0,FWD,10,No,Brand New,,4833,21.49
TRAIN_3727,Tay,P사,0,AWD,2,No,Brand New,,9391,96.63
TRAIN_3728,KNE,H사,0,FWD,1,No,Pre-Owned,68.488,196587,28.19
TRAIN_3729,ION5,H사,0,AWD,1,No,Pre-Owned,53.602,110027,34.14
TRAIN_3730,ION5,H사,0,AWD,10,No,Brand New,,4441,35.77
TRAIN_3731,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,68795,125.21
TRAIN_3732,ID4,V사,0,AWD,3,No,Nearly New,62.784,44463,40.04
TRAIN_3733,MX,T사,2,AWD,6,Yes,Nearly New,92.16,28088,85.27
TRAIN_3734,i3,B사,0,RWD,0,No,Pre-Owned,46.0,122031,22.56
TRAIN_3735,Niro,K사,0,FWD,2,No,Pre-Owned,46.169,79040,26.92
TRAIN_3736,MY,T사,0,AWD,8,No,Brand New,,1471,74.68
TRAIN_3737,Tay,P사,1,AWD,1,No,Nearly New,70.071,32778,121.57
TRAIN_3738,TayGTS,P사,0,AWD,2,No,Brand New,93.4,9083,160.12
TRAIN_3739,iX,B사,0,AWD,8,No,Brand New,,1921,80.21
TRAIN_3740,EV6,K사,0,FWD,9,No,Brand New,,1530,40.76
TRAIN_3741,ION6,H사,0,AWD,9,No,Brand New,,232,39.0
TRAIN_3742,MS,T사,0,AWD,7,No,Brand New,96.0,8237,68.87
TRAIN_3743,eT,A사,0,AWD,0,No,Pre-Owned,68.532,104344,70.24
TRAIN_3744,iX,B사,0,RWD,7,No,Brand New,,3909,80.57
TRAIN_3745,Q4eT,A사,0,AWD,8,No,Brand New,,9278,59.75
TRAIN_3746,ID4,V사,0,AWD,8,No,Brand New,,7075,40.04
TRAIN_3747,i3,B사,0,RWD,3,No,Nearly New,56.0,36809,23.08
TRAIN_3748,ION6,H사,0,AWD,3,No,Pre-Owned,58.162,188259,37.84
TRAIN_3749,EV6,K사,0,AWD,10,No,Brand New,90.0,8525,47.57
TRAIN_3750,EV6,K사,0,AWD,9,No,Brand New,,8227,41.22
TRAIN_3751,MS,T사,0,AWD,8,No,Brand New,99.8,91,64.41
TRAIN_3752,KNE,H사,0,FWD,5,No,Nearly New,68.488,16359,27.57
TRAIN_3753,Niro,K사,0,FWD,5,No,Nearly New,56.0,11949,28.27
TRAIN_3754,TayCT,P사,0,AWD,2,No,Nearly New,76.093,27701,131.66
TRAIN_3755,i5,B사,0,AWD,8,No,Brand New,,1483,64.72
TRAIN_3756,Q4eT,A사,0,AWD,4,Yes,Nearly New,69.646,24567,58.78
TRAIN_3757,i5,B사,0,RWD,2,No,Pre-Owned,63.56,153548,63.33
TRAIN_3758,ION5,H사,0,AWD,6,No,Nearly New,65.739,48691,34.82
TRAIN_3759,MY,T사,1,AWD,5,No,Nearly New,66.355,35537,74.18
TRAIN_3760,MY,T사,0,AWD,8,No,Brand New,,3161,74.44
TRAIN_3761,TayCT,P사,0,AWD,2,No,Brand New,,1296,130.93
TRAIN_3762,EV6,K사,0,AWD,10,No,Brand New,,875,48.17
TRAIN_3763,Niro,K사,0,AWD,10,No,Brand New,,3816,20.64
TRAIN_3764,MX,T사,0,AWD,7,No,Brand New,96.0,285,77.78
TRAIN_3765,ION5,H사,0,AWD,5,No,Nearly New,63.11,10112,34.03
TRAIN_3766,eT,A사,0,AWD,7,No,Brand New,91.2,1686,65.82
TRAIN_3767,Tay,P사,0,AWD,2,No,Nearly New,64.578,32871,121.48
TRAIN_3768,eT,A사,1,AWD,5,No,Nearly New,,10176,74.38
TRAIN_3769,iX,B사,0,AWD,8,No,Brand New,,7614,79.71
TRAIN_3770,Soul,K사,2,FWD,8,No,Nearly New,58.982,46126,23.57
TRAIN_3771,i5,B사,0,RWD,7,No,Brand New,,65,64.6
TRAIN_3772,ION6,H사,0,AWD,4,No,Pre-Owned,60.585,69490,37.67
TRAIN_3773,M3,T사,1,RWD,5,No,Nearly New,66.355,28017,53.94
TRAIN_3774,Tay,P사,0,AWD,2,No,Brand New,,3072,102.9
TRAIN_3775,i3,B사,0,RWD,1,No,Pre-Owned,46.0,148170,23.41
TRAIN_3776,Soul,K사,0,FWD,1,No,Pre-Owned,46.0,53947,22.32
TRAIN_3777,KNE,H사,0,FWD,1,No,Pre-Owned,68.488,78470,27.57
TRAIN_3778,Tay,P사,0,AWD,2,No,Pre-Owned,54.849,144368,114.7
TRAIN_3779,RSeTGT,A사,0,AWD,0,No,Pre-Owned,,121366,94.0
TRAIN_3780,M3,T사,0,RWD,4,No,Nearly New,63.701,49211,53.76
TRAIN_3781,Niro,K사,0,FWD,4,No,Pre-Owned,50.096,70077,28.18
TRAIN_3782,i5,B사,2,RWD,6,No,Nearly New,74.834,27389,64.07
TRAIN_3783,ID4,V사,0,AWD,1,No,Pre-Owned,57.861,129720,40.19
TRAIN_3784,KNE,H사,0,FWD,6,No,Nearly New,68.488,16844,27.78
TRAIN_3785,Niro,K사,0,AWD,4,No,Pre-Owned,50.096,191572,28.95
TRAIN_3786,TayGTS,P사,0,AWD,2,No,Nearly New,,18622,159.16
TRAIN_3787,EV6,K사,0,FWD,10,No,Brand New,,5001,47.45
TRAIN_3788,i5,B사,0,AWD,0,No,Pre-Owned,56.234,63610,59.76
TRAIN_3789,M3,T사,0,RWD,8,No,Brand New,,3164,54.33
TRAIN_3790,ID4,V사,0,AWD,1,No,Pre-Owned,57.861,89395,40.01
TRAIN_3791,Tay,P사,0,AWD,2,No,Brand New,90.0,8133,96.72
TRAIN_3792,TayCT,P사,2,AWD,0,No,Nearly New,76.093,24806,119.0
TRAIN_3793,Q4eT,A사,0,AWD,3,No,Nearly New,66.861,35249,58.98
TRAIN_3794,Tay,P사,0,AWD,2,No,Pre-Owned,54.849,56480,114.54
TRAIN_3795,ID4,V사,0,AWD,7,Yes,Brand New,,1631,34.74
TRAIN_3796,ION5,H사,0,AWD,2,No,Pre-Owned,55.836,113014,33.62
TRAIN_3797,RSeTGT,A사,0,AWD,8,No,Brand New,,1011,100.07
TRAIN_3798,i3,B사,0,RWD,7,No,Brand New,90.0,3826,24.84
TRAIN_3799,ION6,H사,0,AWD,9,No,Brand New,,4162,39.0
TRAIN_3800,TayGTS,P사,0,AWD,2,No,Pre-Owned,70.185,115284,156.15
TRAIN_3801,MY,T사,0,AWD,0,No,Pre-Owned,51.94,141939,74.26
TRAIN_3802,ION6,H사,0,AWD,9,No,Brand New,,1047,38.97
TRAIN_3803,ION6,H사,0,AWD,4,No,Pre-Owned,60.585,182735,37.34
TRAIN_3804,Soul,K사,0,FWD,9,No,Brand New,,1744,21.35
TRAIN_3805,EV6,K사,0,FWD,9,No,Brand New,,3784,40.52
TRAIN_3806,ION5,H사,0,AWD,2,No,Pre-Owned,55.836,157582,34.28
TRAIN_3807,ID4,V사,0,AWD,2,No,Pre-Owned,60.272,198265,39.11
TRAIN_3808,Tay,P사,0,AWD,2,No,Brand New,90.0,5481,104.5
TRAIN_3809,i5,B사,1,AWD,5,No,Nearly New,71.841,37015,60.64
TRAIN_3810,ID4,V사,0,AWD,2,No,Pre-Owned,60.272,95865,40.78
TRAIN_3811,iX,B사,0,AWD,8,No,Brand New,,1866,79.22
TRAIN_3812,iX,B사,0,AWD,8,No,Brand New,90.0,7290,80.99
TRAIN_3813,ION6,H사,0,AWD,9,No,Brand New,,6949,38.97
TRAIN_3814,TayCT,P사,0,AWD,2,No,Brand New,,5060,120.21
TRAIN_3815,ION5,H사,0,AWD,10,No,Brand New,,6119,35.14
TRAIN_3816,TayCT,P사,0,AWD,2,No,Brand New,,4031,120.5
TRAIN_3817,KNE,H사,0,FWD,1,No,Pre-Owned,68.488,114124,27.05
TRAIN_3818,Q4eT,A사,0,AWD,7,No,Brand New,,216,60.0
TRAIN_3819,Tay,P사,0,AWD,2,No,Brand New,,7839,103.23
TRAIN_3820,KNE,H사,0,FWD,9,No,Brand New,,5273,25.12
TRAIN_3821,iX,B사,0,RWD,8,No,Brand New,,7724,80.55
TRAIN_3822,MS,T사,0,AWD,2,No,Pre-Owned,78.276,135066,80.84
TRAIN_3823,iX,B사,0,RWD,8,No,Brand New,90.0,6141,79.73
TRAIN_3824,Q4eT,A사,0,AWD,7,No,Brand New,,9820,59.21
TRAIN_3825,ION5,H사,2,AWD,8,No,Nearly New,71.332,44085,35.0
TRAIN_3826,KNE,H사,0,FWD,1,No,Pre-Owned,68.488,71676,27.86
TRAIN_3827,ID4,V사,0,AWD,0,No,Pre-Owned,55.547,61813,39.94
TRAIN_3828,Soul,K사,0,FWD,5,No,Nearly New,56.0,31717,22.45
TRAIN_3829,RSeTGT,A사,0,AWD,7,No,Brand New,,4741,100.79
TRAIN_3830,TayCT,P사,0,AWD,2,No,Brand New,90.0,9665,120.06
TRAIN_3831,MX,T사,0,AWD,3,No,Nearly New,,49603,92.3
TRAIN_3832,i5,B사,0,RWD,7,No,Brand New,,2475,65.18
TRAIN_3833,eT,A사,0,AWD,7,No,Brand New,91.2,2584,65.25
TRAIN_3834,ION6,H사,0,AWD,5,No,Nearly New,63.11,25815,37.98
TRAIN_3835,TayCT,P사,1,AWD,1,No,Nearly New,76.093,47237,130.53
TRAIN_3836,MX,T사,0,AWD,2,No,Pre-Owned,78.276,61036,90.86
TRAIN_3837,RSeTGT,A사,0,AWD,8,No,Brand New,90.0,5179,100.55
TRAIN_3838,i5,B사,1,RWD,5,No,Nearly New,71.841,49780,60.49
TRAIN_3839,eT,A사,0,AWD,3,No,Nearly New,77.46,21404,73.19
TRAIN_3840,RSeTGT,A사,0,AWD,0,No,Pre-Owned,,70474,94.05
TRAIN_3841,Niro,K사,1,AWD,7,No,Nearly New,56.623,46296,27.3
TRAIN_3842,EV6,K사,0,FWD,9,No,Brand New,,8085,41.46
TRAIN_3843,MY,T사,0,AWD,1,No,Pre-Owned,56.359,160503,76.87
TRAIN_3844,Q4eT,A사,1,AWD,5,No,Nearly New,72.548,37865,57.1
TRAIN_3845,TayCT,P사,0,AWD,2,No,Nearly New,76.093,30545,130.38
TRAIN_3846,EV6,K사,0,FWD,10,No,Brand New,,7842,48.33
TRAIN_3847,ION6,H사,0,AWD,9,No,Brand New,,4105,38.91
TRAIN_3848,eT,A사,0,AWD,3,No,Nearly New,77.46,28142,73.97
TRAIN_3849,ION5,H사,0,AWD,10,No,Brand New,,9061,34.94
TRAIN_3850,TayGTS,P사,2,AWD,0,No,Nearly New,,22970,159.78
TRAIN_3851,iX,B사,0,AWD,7,No,Brand New,,2751,79.46
